name,group,id,22:6 n-3 (DHA) (g),22:0 (g),14:1 (g),16:1 undifferentiated (g),18:4 (g),20:1 (g),20:5 n-3 (EPA) (g),22:1 undifferentiated (g),22:5 n-3 (DPA) (g),Phytosterols (mg),Stigmasterol (mg),Campesterol (mg),Beta-sitosterol (mg),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",15:0 (g),17:0 (g),24:0 (g),16:1 t (g),18:1 t (g),22:1 t (g),18:2 t not further defined (g),18:2 i (g),"18:2 t,t (g)",18:2 CLAs (g),24:1 c (g),"20:2 n-6 c,c (g)",16:1 c (g),18:1 c (g),"18:2 n-6 c,c (g)",22:1 c (g),"18:3 n-6 c,c,c (g)",17:1 (g),20:3 undifferentiated (g),"Fatty acids, total trans-monoenoic (g)","Fatty acids, total trans-polyenoic (g)",13:0 (g),15:1 (g),"18:3 n-3 c,c,c (ALA) (g)",20:3 n-3 (g),20:3 n-6 (g),20:4 n-6 (g),18:3i (g),21:5 (g),22:4 (g),18:1-11t (18:1t n-7) (g)
"Desserts, rennin, tablets, unsweetened",1900,19225,,,,0.004,,,,,,,,,,0.038,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frostings, chocolate, creamy, ready-to-eat",1900,19226,,,,,,,,,,34,,,,9.02,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frostings, coconut-nut, ready-to-eat",1900,19227,,0.04,,0.011,,0.023,,,,,,,,10.786,3.264,0.004,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frostings, cream cheese-flavor, ready-to-eat",1900,19228,,,,0.026,,,,,,,,,,3.755,6.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frostings, vanilla, creamy, ready-to-eat",1900,19230,,,,0.178,,,,,,,,,,4.86,7.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flan, caramel custard, dry mix, prepared with 2% milk",1900,19231,,,,0.039,,,,,,,,,,0.472,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flan, caramel custard, dry mix, prepared with whole milk",1900,19232,,,,0.067,,,,,,,,,,0.821,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, vanilla, ready-to-eat, fat free",1900,19233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, tapioca, ready-to-eat, fat free",1900,19234,,,,,,,,,,,,,,0.012,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, chocolate, ready-to-eat, fat free",1900,19235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, HERSHEY'S MILK CHOCOLATE WITH ALMOND BITES",1900,19236,,,,,,,,,,,,,,14.38,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, REESE'S BITES",1900,19238,,,,,,,,,,,,,,7.06,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, REESE'S NUTRAGEOUS Candy Bar",1900,19239,,,,,,,,,,,,,,12.63,8.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frostings, chocolate, creamy, dry mix",1900,19240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frostings, chocolate, creamy, dry mix, prepared with butter",1900,19241,,,,0.156,,0.016,,,,,,,,3.425,0.496,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, HEATH BITES",1900,19243,,,,,,,,,,,,,,8.8,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frostings, vanilla, creamy, dry mix",1900,19244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frostings, white, fluffy, dry mix",1900,19246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frostings, white, fluffy, dry mix, prepared with water",1900,19247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, ALMOND JOY BITES",1900,19248,,,,,,,,,,,,,,8.85,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, HERSHEY, REESESTICKS crispy wafers, peanut butter, milk chocolate",1900,19249,,0.004,0.013,0.053,,0.113,,,,,,,,10.82,4.68,0.016,0.015,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,
"Candies, HERSHEY, KIT KAT BIG KAT Bar",1900,19250,,,,,,,,,,,,,,4.91,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, REESE'S, FAST BREAK, milk chocolate peanut butter and soft nougats",1900,19252,,,,,,,,,,,,,,8.94,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, DOVE Milk Chocolate",1900,19254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, DOVE Dark Chocolate",1900,19255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, MILKY WAY Caramels, milk chocolate covered",1900,19256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, MILKY WAY Caramels. dark chocolate covered",1900,19258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, vanilla, light, no sugar added",1900,19260,,0.006,0.048,0.088,0.005,0.012,0.002,0.005,,,,,,1.855,0.74,0.053,0.032,0.005,,,,,,,,,,,,,,,0.016,0.002,,,,,,,,,,,,
"Frozen novelties, fruit and juice bars",1900,19263,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, chocolate, light, no sugar added",1900,19265,,,,0.066,,,,,,,,,,0.93,0.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, dark chocolate coated coffee beans",1900,19268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, GENERAL MILLS, BETTY CROCKER Fruit Roll Ups, berry flavored, with vitamin C",2500,19269,,0.006,0.002,0.014,,0.006,,,,,,,,1.724,0.093,0.002,0.004,,,,,,,,,,,,,,,,0.004,0.002,,,,,,,,,,,,
"Ice creams, chocolate",1900,19270,,,,0.24,,,,,,,,,,3.21,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ice creams, strawberry",1900,19271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, FARLEY CANDY, FARLEY Fruit Snacks, with vitamins A, C, and E",2500,19272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, SUNKIST, SUNKIST Fruit Roll, strawberry, with vitamins A, C, and E",2500,19273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, milk chocolate coated coffee beans",1900,19279,,0.023,0.203,0.386,,,,,,,,,,13.735,1.31,0.086,0.082,,,,,,,,,,,,,,,,0.057,,,,,,,,,,,,,
"Frozen novelties, ice type, lime",1900,19280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, ice type, italian, restaurant-prepared",1900,19281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, ice type, pop",1900,19283,,,,,,,,,,,,,,0.051,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, M&M's Crispy Chocolate Candies",1900,19292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen yogurts, vanilla, soft-serve",1900,19293,,,,0.13,,,,,,,,,,1.59,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fruit butters, apple",1900,19294,,,,,,,,,,,,,,0.016,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, SNICKERS MUNCH bar",1900,19295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey,1900,19296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jams and preserves,1900,19297,,,,,,0.018,,0.014,,12,,,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jellies,1900,19300,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, fudge, chocolate marshmallow, with nuts, prepared-by-recipe",1900,19301,,0.006,,0.123,,0.019,,,,,,,,5.506,4.081,,0.064,,,0.27,,,0.027,,0.024,,,0.087,1.539,0.196,,,,,0.27,0.027,,,0.029,,,,,,,
"Candies, MARS SNACKFOOD US, SNICKERS Almond bar",1900,19302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marmalade, orange",1900,19303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molasses,1900,19304,,,,,,,,,,,,,,0.032,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, POP'ABLES SNICKERS Brand Bite Size Candies",1900,19306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, POP'ABLES MILKY WAY Brand Bite Size Candies",1900,19307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, POP'ABLES 3 MUSKETEERS Brand Bite Size Candies",1900,19308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Fruit and Creme",1900,19309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pectin, unsweetened, dry mix",1900,19310,,,,,,,,,,,,,,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pie fillings, apple, canned",1900,19312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Tropical fruits",1900,19313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pie fillings, canned, cherry",1900,19314,,,,,,,,,,,,,,0.021,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, STARBURST Sour Fruit Chews",1900,19315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, banana, dry mix, instant",1900,19318,,,,,,,,,,,,,,0.14,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, banana, dry mix, instant, prepared with whole milk",1900,19319,,,,,,,,,,,,,,0.698,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, banana, dry mix, regular",1900,19320,,,,,,,,,,,,,,0.03,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, banana, dry mix, regular, prepared with whole milk",1900,19321,,,,,,,,,,,,,,0.711,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, coconut cream, dry mix, instant",1900,19322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, coconut cream, dry mix, instant, prepared with whole milk",1900,19323,,,,0.07,,,,,,,,,,0.96,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, coconut cream, dry mix, regular",1900,19324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, coconut cream, dry mix, regular, prepared with whole milk",1900,19325,,,,0.07,,,,,,,,,,0.88,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Bar",1900,19326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, COCOAVIA Blueberry and Almond Chocolate Bar",1900,19327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, COCOAVIA Crispy Chocolate Bar",1900,19328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, lemon, dry mix, instant",1900,19330,,,,,,,,,,,,,,0.28,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, lemon, dry mix, instant, prepared with whole milk",1900,19331,,,,0.07,,,,,,,,,,0.85,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, lemon, dry mix, regular",1900,19332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pudding, lemon, dry mix, regular, prepared with sugar, egg yolk and water",1900,19333,0.005,0.002,,0.037,,0.003,,,,,,,,0.47,0.168,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sugars, brown",1900,19334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sugars, granulated",1900,19335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sugars, powdered",1900,19336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweeteners, tabletop, aspartame, EQUAL, packets",1900,19337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sugars, maple",1900,19340,,,,,,,,,,,,,,0.064,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",1900,19345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Syrups, chocolate, fudge-type",1900,19348,,,,0.067,,0.01,,,,,,,,3.857,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Syrups, corn, dark",1900,19349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Syrups, corn, light",1900,19350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Syrups, corn, high-fructose",1900,19351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Syrups, malt",1900,19352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Syrups, maple",1900,19353,,,,,,,,,,,,,,0.011,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Syrups, sorghum",1900,19355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, SNICKERS CRUNCHER",1900,19359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Syrups, table blends, pancake, with 2% maple",1900,19360,,,,,,,,,,,,,,0.032,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Syrups, table blends, cane and 15% maple",1900,19361,,,,,,,0.004,,,,,,,0.032,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Syrups, table blends, corn, refiner, and sugar",1900,19362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, SKITTLES Wild Berry Bite Size Candies",1900,19363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toppings, butterscotch or caramel",1900,19364,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toppings, marshmallow cream",1900,19365,,,,0.004,,,,,,,,,,0.08,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toppings, pineapple",1900,19366,,,,,,,,,,,,,,0.032,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toppings, nuts in syrup",1900,19367,,,,0.06,,0.19,,,,,,,,4.97,13.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, SKITTLES Tropical Bite Size Candies",1900,19368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, SKITTLES Sours Original",1900,19369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, MARS SNACKFOOD US, SKITTLES Original Bite Size Candies",1900,19370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frostings, vanilla, creamy, dry mix, prepared with margarine",1900,19371,,,,,,,,,,,,,,3.942,2.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frostings, chocolate, creamy, dry mix, prepared with margarine",1900,19372,,,,,,,,,,29,,,,3.943,2.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frostings, glaze, prepared-from-recipe",1900,19375,,,,,,,,,,,,,,0.137,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, fudge, chocolate marshmallow, prepared-from-recipe",1900,19379,,0.007,,0.132,,0.01,,,,,,,,5.205,0.611,,0.068,,,0.291,,,0.029,,0.026,,,0.094,1.655,0.211,,,,,0.291,0.029,,,0.031,,,,,,,
"Candies, taffy, prepared-from-recipe",1900,19382,,,,0.038,,0.004,,,,,,,,0.838,0.121,,0.022,,,0.119,,,0.012,,0.011,,,0.038,0.677,0.086,,,,,0.119,0.012,,,0.013,,,,,,,
"Candies, toffee, prepared-from-recipe",1900,19383,,,,0.558,,0.021,,,,,,,,8.964,1.222,,0.115,,,0.613,,,0.061,,0.055,,,0.197,3.489,0.445,,,,,0.613,0.061,,,0.065,,,,,,,
"Candies, divinity, prepared-from-recipe",1900,19384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen novelties, ice type, pineapple-coconut",1900,19387,,,,,,,,,,,,,,0.111,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frozen yogurts, chocolate, soft-serve",1900,19393,,,,0.11,,,,,,,,,,1.75,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, banana chips",2500,19400,,,,,,,,,,,,,,1.95,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, cornnuts, barbecue-flavor",2500,19401,,,,0.01,,,,,,,,,,7.36,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, cornnuts, nacho-flavor",2500,19402,,,,0.01,,,,,,,,,,7.31,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, granola bars, soft, uncoated, chocolate chip",2500,19404,,0.033,,0.019,,0.032,,,,,,,,6.967,1.576,,,,,,,,,,,,,,,,,0.004,,,,,,,0.06,,,,,,,
"Snacks, granola bars, soft, uncoated, chocolate chip, graham and marshmallow",2500,19405,,,,0.05,,,,,,,,,,2.92,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, granola bars, soft, uncoated, nut and raisin",2500,19406,,,,0.04,,0.03,,,,,,,,4.22,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, beef sticks, smoked",2500,19407,,,,2.3,,0.25,,,,,,,,20.47,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, pork skins, barbecue-flavor",2500,19408,,,,0.99,,0.25,,,,,,,,15.03,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frostings, glaze, chocolate, prepared-from-recipe, with butter, NFSMI Recipe No. C-32",1900,19409,,,,0.078,,0.008,,,,,,,,1.894,0.294,,0.045,,,0.242,,,0.024,,0.022,,,0.078,1.38,0.176,,,,,0.242,0.024,,,0.026,,,,,,,
"Snack, potato chips, made from dried potatoes, plain",2500,19410,0.004,0.045,,0.177,,0.038,0.017,,0.002,34,,,,7.048,13.594,0.009,0.028,0.019,,0.044,,0.155,,,0.047,0.018,0.004,0.177,6.758,13.29,,,0.012,,0.045,0.155,,,0.07,,,,,,0.004,
"Snacks, potato chips, plain, salted",2500,19411,,,,0.043,,0.044,,,,181,,,,15.999,15.998,,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, potato chips, made from dried potatoes, cheese-flavor",2500,19412,,,,0.36,,,,,,,,,,7.14,18.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, rice cakes, brown rice, corn",2500,19413,,,,0.01,,,,,,,,,,1.14,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, rice cakes, brown rice, multigrain",2500,19414,,,,0.01,,,,,,,,,,1.16,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, potato sticks",2500,19415,,,,0.27,,,,,,,,,,6.16,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, rice cakes, brown rice, rye",2500,19416,,,,0.01,,,,,,,,,,1.31,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, sesame sticks, wheat-based, salted",2500,19418,,,,0.07,,,,,,,,,,10.91,17.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, corn cakes",2500,19419,,,,0.01,,,,,,,,,,0.76,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, granola bars, hard, peanut butter",2500,19420,,,,0.01,,0.08,,,,,,,,7,12.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, potato chips, cheese-flavor",2500,19421,,,,0.14,,0.12,,,,,,,,7.72,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, potato chips, reduced fat",2500,19422,,,,0.5,,,,,,,,,,4.8,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, potato chips, fat-free, made with olestra",2500,19423,,0.011,,0.006,,,,,,,,,,0.18,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, tortilla chips, nacho-flavor, reduced fat",2500,19424,,,,0.06,,,,,,,,,,8.95,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tortilla chips, low fat, baked without fat",2500,19433,,,,0.005,,,,,,,,,,1.66,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheese puffs and twists, corn based, baked, low fat",2500,19434,,,,0.026,,,,,,,,,,3.5,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, granola bar, fruit-filled, nonfat",2500,19435,,,,,,,,,,,,,,0.24,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Popcorn, sugar syrup/caramel, fat-free",2500,19436,,,,0.003,,,,,,,,,,0.26,0.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, potato chips, fat free, salted",2500,19437,,,,,,,,,,,,,,0.015,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Squares",2500,19438,,,,0.018,,0.018,,,,,,,,2.5,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, KELLOGG, KELLOGG'S Low Fat Granola Bar, Crunchy Almond/Brown Sugar",2500,19439,,,,0.004,,,,,,,,,,1.8,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, M&M MARS, KUDOS Whole Grain Bar, chocolate chip",2500,19440,,,,0.056,,,,,,,,,,4.71,2.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit",2500,19441,,,,0.034,,,,,,,,,,1,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, tortilla chips, low fat, made with olestra, nacho cheese",2500,19444,,0.158,0.008,0.017,,0.008,,0.003,,,,,,1.379,1.211,,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, potato chips, made from dried potatoes, fat-free, made with olestra",2500,19445,,0.015,,,,,,,,,,,,0.3,0.19,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, taro chips",2500,19524,,,,0.2,,,,,,,,,,4.43,12.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Candies, semisweet chocolate, made with butter",1900,19701,,,,0.36,,,,,,,,,,9.93,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gelatin desserts, dry mix, with added ascorbic acid, sodium-citrate and salt",1900,19702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gelatin desserts, dry mix, reduced calorie, with aspartame, added phosphorus, potassium, sodium, vitamin C",1900,19703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gelatin desserts, dry mix, reduced calorie, with aspartame, no added sodium",1900,19704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, banana, dry mix, instant, with added oil",1900,19705,,,,,,,,,,,,,,1.3,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, banana, dry mix, regular, with added oil",1900,19706,,,,,,,,,,,,,,1.48,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, lemon, dry mix, regular, with added oil, potassium, sodium",1900,19708,,,,0.01,,,,,,,,,,0.44,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, tapioca, dry mix, with no added salt",1900,19709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Puddings, vanilla, dry mix, regular, with added oil",1900,19710,,,,,,,,,,,,,,0.32,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jams and preserves, apricot",1900,19719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Syrups, table blends, pancake, with 2% maple, with added potassium",1900,19720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, corn cakes, very low sodium",2500,19800,,,,0.01,,,,,,,,,,0.76,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor, unenriched",2500,19802,,0.049,,0.056,,0.08,,,,,,,,10.437,18.649,,,,,0.608,,,,0.198,,,,,,,,,,,0.608,0.198,,,0.3,,,,,,,
"Snacks, corn-based, extruded, chips, barbecue-flavor, made with enriched masa flour",2500,19804,,,,0.09,,,,,,,,,,9.48,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, popcorn, air-popped, white popcorn",2500,19806,,,,,,,,,,,,,,1.1,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snacks, popcorn, oil-popped, white popcorn",2500,19807,,,,0.05,,,,,,,,,,8.17,13.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
