name,group,id,22:6 n-3 (DHA) (g),22:0 (g),14:1 (g),16:1 undifferentiated (g),18:4 (g),20:1 (g),20:5 n-3 (EPA) (g),22:1 undifferentiated (g),22:5 n-3 (DPA) (g),Phytosterols (mg),Stigmasterol (mg),Campesterol (mg),Beta-sitosterol (mg),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",15:0 (g),17:0 (g),24:0 (g),16:1 t (g),18:1 t (g),22:1 t (g),18:2 t not further defined (g),18:2 i (g),"18:2 t,t (g)",18:2 CLAs (g),24:1 c (g),"20:2 n-6 c,c (g)",16:1 c (g),18:1 c (g),"18:2 n-6 c,c (g)",22:1 c (g),"18:3 n-6 c,c,c (g)",17:1 (g),20:3 undifferentiated (g),"Fatty acids, total trans-monoenoic (g)","Fatty acids, total trans-polyenoic (g)",13:0 (g),15:1 (g),"18:3 n-3 c,c,c (ALA) (g)",20:3 n-3 (g),20:3 n-6 (g),20:4 n-6 (g),18:3i (g),21:5 (g),22:4 (g),18:1-11t (18:1t n-7) (g)
"Fish, halibut, Atlantic and Pacific, raw",1500,15036,0.128,,0.003,0.068,0.007,0.133,0.066,0.014,0.016,,,,,0.471,0.29,0.004,0.002,,0.003,0.008,,0.013,,,0.002,0.017,0.004,0.065,0.221,0.019,0.014,,0.007,0.008,,0.013,,0.002,0.011,0.003,0.005,,,,,
"Fish, halibut, Atlantic and Pacific, cooked, dry heat",1500,15037,0.155,,0.004,0.082,0.008,0.161,0.08,0.017,0.02,,,,,0.573,0.352,0.005,0.003,,,,,,,,,0.02,0.005,,,,,,0.008,0.01,,,,0.002,,,,,,,0.002,
"Fish, halibut, Greenland, raw",1500,15038,0.393,,,1.763,0.132,2.237,0.526,1.968,0.089,,,,,8.378,1.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, herring, Atlantic, raw",1500,15039,0.862,,,0.622,0.214,0.721,0.709,0.84,0.055,,,,,3.736,2.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, herring, Atlantic, cooked, dry heat",1500,15040,1.105,,,0.797,0.274,0.924,0.909,1.077,0.071,,,,,4.79,2.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, herring, Atlantic, pickled",1500,15041,0.546,,,1.383,,3.648,0.843,5.166,0.079,,,,,11.947,1.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, herring, Atlantic, kippered",1500,15042,1.179,,,0.851,0.293,0.986,0.97,1.149,0.075,,,,,5.112,2.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, herring, Pacific, raw",1500,15043,0.689,,,1.057,0.248,1.359,0.969,1.492,0.172,,,,,6.872,2.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, ling, raw",1500,15044,,,,,,,,,,,,,,0.09,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, lingcod, raw",1500,15045,,,,,,,,,,,,,,0.35,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, mackerel, Atlantic, raw",1500,15046,1.401,,,0.727,0.278,1.039,0.898,1.407,0.212,,,,,5.456,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, mackerel, Atlantic, cooked, dry heat",1500,15047,0.699,,,0.534,,1.598,0.504,2.498,0.106,,,,,7.006,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, mackerel, jack, canned, drained solids",1500,15048,0.796,,,0.4,0.106,0.278,0.434,0.414,0.104,,,,,2.225,1.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, mackerel, king, raw",1500,15049,0.177,,,0.118,0.09,0.122,0.136,0.213,0.017,,,,,0.764,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, mackerel, Pacific and jack, mixed species, raw",1500,15050,0.932,,,0.47,0.125,0.325,0.509,0.485,0.123,,,,,2.629,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, mackerel, spanish, raw",1500,15051,1.012,,,0.291,,0.072,0.329,0.05,0.101,,,,,1.53,1.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, mackerel, spanish, cooked, dry heat",1500,15052,0.952,,,0.309,,0.123,0.294,0.07,0.095,,,,,2.139,1.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, milkfish, raw",1500,15053,,,,,,,,,,,,,,2.58,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, monkfish, raw",1500,15054,,,,,,,,,,,,,,0.24,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, mullet, striped, raw",1500,15055,0.108,,,0.564,0.082,0.023,0.217,0.031,0.099,,,,,1.078,0.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, mullet, striped, cooked, dry heat",1500,15056,0.148,,,0.177,,,0.18,,0.092,,,,,1.382,0.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, ocean perch, Atlantic, raw",1500,15057,0.153,,0.002,0.077,0.008,0.153,0.062,0.029,0.01,,,,,0.475,0.304,0.004,0.003,,0.002,0.003,,0.003,,,0.002,0.014,0.004,0.075,0.185,0.027,0.028,,0.012,0.008,0.005,0.003,,,0.015,0.005,0.003,,,,,
"Fish, ocean perch, Atlantic, cooked, dry heat",1500,15058,0.186,,0.002,0.093,0.01,0.185,0.075,0.035,0.012,,,,,0.575,0.368,0.005,0.004,,,,,,,,,0.017,0.005,,,,,,0.014,0.009,,,,,,,,,,,,
"Fish, pout, ocean, raw",1500,15059,,,,0.082,,,,,,,,,,0.329,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, perch, mixed species, raw",1500,15060,0.174,,,0.057,0.008,0.024,0.079,,0.028,,,,,0.152,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, perch, mixed species, cooked, dry heat",1500,15061,0.223,,,0.073,0.01,0.031,0.101,,0.036,,,,,0.195,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, pike, northern, raw",1500,15062,0.074,,,0.056,,0.013,0.033,0.005,0.014,,,,,0.157,0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, pike, northern, cooked, dry heat",1500,15063,0.095,,,0.072,,0.017,0.042,0.006,0.018,,,,,0.201,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, pike, walleye, raw",1500,15064,0.225,,,0.098,,,0.086,,0.038,,,,,0.294,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, pollock, Atlantic, raw",1500,15065,0.35,,,0.012,0.005,0.022,0.071,0.01,0.022,,,,,0.112,0.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, pollock, walleye, raw",1500,15066,0.116,,,0.004,,0.01,0.049,,0.004,,,,,0.079,0.195,,,,,0.004,,0.011,,,,0.005,,0.003,0.048,0.004,,,0.004,0.002,0.004,0.011,,,,,0.002,,,,,
"Fish, pollock, walleye, cooked, dry heat",1500,15067,0.423,,,0.014,0.006,0.027,0.086,0.012,0.027,,,,,0.134,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, pompano, florida, raw",1500,15068,0.393,,,0.563,,,0.175,,0.202,,,,,2.586,1.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, pompano, florida, cooked, dry heat",1500,15069,0.504,,,0.722,,,0.224,,0.259,,,,,3.315,1.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, rockfish, Pacific, mixed species, raw",1500,15070,0.197,,0.002,0.072,0.015,0.049,0.089,0.01,0.023,,,,,0.385,0.401,0.006,0.004,,0.002,0.003,,0.015,,,0.002,0.011,0.004,0.07,0.232,0.022,0.01,,0.005,0.005,0.006,0.015,,0.002,0.011,0.003,0.002,,,,0.002,
"Fish, rockfish, Pacific, mixed species, cooked, dry heat",1500,15071,0.238,,0.002,0.087,0.018,0.06,0.107,0.012,0.027,,,,,0.466,0.485,0.007,0.005,,,,,,,,,0.013,0.005,,,,,,0.006,0.006,,,,0.002,,,,,,,0.003,
"Fish, roe, mixed species, raw",1500,15072,1.363,,,0.374,0.012,0.111,0.983,0.041,0.082,,,,,1.661,2.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, roughy, orange, raw",1500,15073,0.015,,,0.028,,0.041,0.004,0.016,,,,,,0.239,0.109,,,,,,,,,,,,0.037,,,,,,,,,,,,0.003,,,,,,,
"Fish, sablefish, raw",1500,15074,0.718,,,1.223,0.114,1.421,0.677,1.304,0.169,,,,,8.057,2.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, sablefish, smoked",1500,15075,0.945,,,1.609,0.15,1.87,0.891,1.716,0.222,,,,,10.605,2.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, salmon, Atlantic, wild, raw",1500,15076,1.115,,,0.251,0.083,0.223,0.321,0.279,0.287,,,,,2.103,2.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, salmon, chinook, smoked",1500,15077,0.267,,,0.305,,0.468,0.183,0.301,0.073,,,,,2.023,0.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, salmon, chinook, raw",1500,15078,0.944,,,0.909,0.188,0.344,1.008,0.187,0.301,,,,,4.399,2.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, salmon, chum, raw",1500,15079,0.394,,,0.221,0.068,0.184,0.233,0.32,0.079,,,,,1.541,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, salmon, chum, drained solids with bone",1500,15080,0.702,,,0.237,0.073,0.278,0.473,0.245,0.09,,,,,1.919,1.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, salmon, coho, wild, raw",1500,15081,0.656,,,0.506,0.119,0.25,0.429,0.146,0.232,,,,,2.134,1.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, salmon, coho, wild, cooked, moist heat",1500,15082,0.831,,,0.64,0.15,0.316,0.543,0.185,0.294,,,,,2.702,2.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, salmon, pink, raw",1500,15083,0.333,0.002,0.003,0.18,0.072,0.449,0.182,0.047,0.047,,,,,1.348,0.811,0.013,0.01,,0.005,0.009,,0.019,,,0.005,0.034,0.018,0.175,0.622,0.057,0.045,0.002,0.004,0.013,0.015,0.019,,0.002,0.045,0.008,0.004,,,,,
"Fish, salmon, pink, canned, solids with bone and liquid",1500,15084,0.806,,,0.466,0.135,0.272,0.845,0.018,0.048,,,,,1.807,2.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, salmon, sockeye, raw",1500,15085,0.44,,,0.149,0.045,0.304,0.225,,0.092,,,,,1.202,1.255,0.014,0.011,,0.006,0.007,,0.005,,,0.007,0.007,0.025,0.144,0.713,0.304,,0.004,0.022,0.016,0.013,0.005,,,0.068,0.01,0.007,,,,0.004,
"Fish, salmon, sockeye, cooked, dry heat",1500,15086,0.524,,,0.178,0.054,0.362,0.268,,0.11,,,,,1.432,1.495,0.016,0.013,,,,,,,,,0.008,,,,,,,0.027,0.019,,,,,,,,,,,0.004,
"Fish, salmon, sockeye, canned, drained solids with bone",1500,15087,0.884,,,0.302,0.106,0.37,0.561,,0.149,,,,,2.026,1.865,0.028,0.018,,,,,,,,,,0.026,,,,,0.013,,0.015,,,,,0.069,,,,,,,
"Fish, sardine, Atlantic, canned in oil, drained solids with bone",1500,15088,0.509,,,0.22,0.125,0.423,0.473,1.081,,,,,,3.869,5.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone",1500,15089,0.864,,,0.633,,0.71,0.532,1.624,0.061,,,,,4.818,2.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, scup, raw",1500,15090,,,,,,,,,,,,,,0.56,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, sea bass, mixed species, raw",1500,15091,0.434,,,0.13,0.046,,0.161,,0.076,,,,,0.424,0.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, sea bass, mixed species, cooked, dry heat",1500,15092,0.556,,,0.167,0.059,,0.206,,0.097,,,,,0.544,0.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, seatrout, mixed species, raw",1500,15093,0.207,,,0.362,0.008,0.05,0.165,,0.076,,,,,0.884,0.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, shad, american, raw",1500,15094,1.321,,,0.953,0.328,1.105,1.086,1.287,0.084,,,,,5.724,3.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, shark, mixed species, raw",1500,15095,0.527,,,0.253,0.031,0.266,0.316,0.31,0.109,,,,,1.808,1.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, shark, mixed species, cooked, batter-dipped and fried",1500,15096,0.431,,,0.223,0.025,0.217,0.258,0.253,0.089,,,,,5.935,3.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, sheepshead, raw",1500,15097,0.123,,,0.201,0.027,0.069,0.138,,0.074,,,,,0.728,0.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, sheepshead, cooked, dry heat",1500,15098,0.107,,,0.107,,,0.083,,0.04,,,,,0.35,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, smelt, rainbow, raw",1500,15099,0.418,,,0.199,0.025,0.028,0.275,,0.018,,,,,0.641,0.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, smelt, rainbow, cooked, dry heat",1500,15100,0.536,,,0.255,0.032,0.036,0.353,,0.023,,,,,0.822,1.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, snapper, mixed species, raw",1500,15101,0.26,,,0.06,0.009,0.021,0.051,,0.065,,,,,0.251,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, snapper, mixed species, cooked, dry heat",1500,15102,0.273,,,0.048,,,0.048,,0.022,,,,,0.322,0.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, spot, raw",1500,15103,0.41,,,0.46,0.16,,0.22,,0.12,,,,,1.33,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, sturgeon, mixed species, raw",1500,15104,0.093,,,0.408,0.128,0.054,0.194,0.023,0.045,,,,,1.939,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, sturgeon, mixed species, cooked, dry heat",1500,15105,0.119,,,0.523,0.164,0.069,0.249,0.029,0.058,,,,,2.486,0.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, sturgeon, mixed species, smoked",1500,15106,0.095,,,0.44,,0.033,0.082,,0.029,,,,,2.356,0.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, sucker, white, raw",1500,15107,0.289,,,0.382,0.032,0.014,0.19,,0.073,,,,,0.706,0.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, sunfish, pumpkin seed, raw",1500,15108,0.072,,,0.042,,0.005,0.037,,0.033,,,,,0.117,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, surimi",1500,15109,0.241,,,0.016,,0.02,0.157,0.007,0.014,,,,,0.149,0.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, swordfish, raw",1500,15110,0.647,0.009,0.004,0.236,0.006,0.377,0.107,0.048,0.141,,,,,2.971,1.147,0.028,0.034,0.006,0.012,0.02,,0.014,,,0.013,0.075,0.018,0.223,2.208,0.046,0.048,,0.003,0.023,0.032,0.014,,,0.028,0.017,0.006,,,,0.029,
"Fish, swordfish, cooked, dry heat",1500,15111,0.772,0.011,0.005,0.281,0.007,0.449,0.127,0.057,0.168,,,,,3.544,1.368,0.033,0.041,0.007,,,,,,,,0.09,0.022,,,,,,0.004,0.027,,,,,,,,,,,0.034,
"Fish, tilefish, raw",1500,15112,0.345,,,0.134,,,0.085,0.049,0.066,,,,,0.571,0.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, tilefish, cooked, dry heat",1500,15113,0.733,,,0.333,,,0.172,0.055,0.143,,,,,1.332,1.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, trout, mixed species, raw",1500,15114,0.528,,,0.701,0.064,0.28,0.202,0.83,0.183,,,,,3.254,1.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, trout, rainbow, wild, raw",1500,15115,0.42,,,0.203,0.066,0.112,0.167,0.138,0.106,,,,,1.129,1.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, trout, rainbow, wild, cooked, dry heat",1500,15116,0.52,,,0.675,0.23,0.051,0.468,,,,,,,1.746,1.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, tuna, fresh, bluefin, raw",1500,15117,0.89,,,0.162,0.039,0.277,0.283,0.237,0.125,,,,,1.6,1.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, tuna, fresh, bluefin, cooked, dry heat",1500,15118,1.141,,,0.208,0.05,0.355,0.363,0.304,0.16,,,,,2.053,1.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, tuna, light, canned in oil, drained solids",1500,15119,0.101,,,0.083,,0.027,0.027,,,,,,,2.949,2.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, tuna, light, canned in water, drained solids",1500,15121,0.223,,,0.026,0.013,0.011,0.047,0.029,0.009,,,,,0.159,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, tuna, fresh, skipjack, raw",1500,15123,0.185,,,0.036,0.004,0.017,0.071,0.006,0.013,,,,,0.19,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, tuna, white, canned in oil, drained solids",1500,15124,0.178,,,0.069,0.014,0.022,0.066,0.012,0.005,,,,,3.262,2.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, tuna, white, canned in water, drained solids",1500,15126,0.629,,,0.144,0.051,0.078,0.233,0.044,0.018,,,,,0.784,1.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, tuna, fresh, yellowfin, raw",1500,15127,0.088,,,0.011,,0.008,0.012,,0.004,,,,,0.116,0.147,0.003,0.004,,,0.003,,0.013,,,,0.008,,0.011,0.08,0.006,,,0.002,0.003,0.003,0.013,,,0.002,,,,,,0.002,
"Fish, tuna salad",1500,15128,0.055,,,0.045,,0.014,0.014,,,,,,,2.887,4.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, turbot, european, raw",1500,15129,,,,,,,,,,,,,,0.61,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, whitefish, mixed species, raw",1500,15130,0.941,,,0.52,0.05,0.104,0.317,0.025,0.163,,,,,1.996,2.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, whitefish, mixed species, smoked",1500,15131,0.156,,,0.026,,0.023,0.048,0.024,0.005,,,,,0.278,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, whiting, mixed species, raw",1500,15132,0.131,,,0.082,0.041,0.03,0.093,0.004,0.018,,,,,0.279,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, whiting, mixed species, cooked, dry heat",1500,15133,0.235,,,0.121,,0.027,0.283,0.02,0.017,,,,,0.445,0.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, wolffish, Atlantic, raw",1500,15134,0.316,,,0.189,0.061,0.114,0.307,0.018,0.043,,,,,0.837,0.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish, yellowtail, mixed species, raw",1500,15135,,,,,,,,,,,,,,1.99,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crustaceans, crab, alaska king, raw",1500,15136,,,,,,,,,,,,,,0.08,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crustaceans, crab, alaska king, cooked, moist heat",1500,15137,0.118,,,0.041,0.015,0.014,0.295,0.038,0.031,,,,,0.185,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crustaceans, crab, alaska king, imitation, made from surimi",1500,15138,0.022,,,0.007,,0.002,,0.002,,,,,,0.117,0.102,,,0.014,,0.007,,,,,,,,0.007,0.099,0.072,0.002,,,,,,,,0.007,,,,,,,
"Crustaceans, crab, blue, raw",1500,15139,0.15,,,0.059,,0.029,0.17,,,,,,,0.192,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crustaceans, crab, blue, cooked, moist heat",1500,15140,0.067,0.002,,0.027,0.002,0.006,0.101,,0.009,,,,,0.129,0.258,0.004,0.01,,0.003,0.006,,0.004,,,,,0.005,0.024,0.086,0.016,,,0.002,0.005,0.01,0.004,,,0.009,0.002,0.003,,,,0.003,
"Crustaceans, crab, blue, canned",1500,15141,0.067,0.002,,0.027,0.002,0.006,0.101,,0.009,,,,,0.129,0.258,0.004,0.01,,,,,,,,,,0.005,,,,,,0.002,0.005,,,,,,,,,,,0.003,
"Crustaceans, crab, blue, crab cakes",1500,15142,0.216,,,0.121,0.018,0.035,0.227,,0.05,,,,,2.815,2.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crustaceans, crab, dungeness, raw",1500,15143,0.088,,,0.043,,0.011,0.219,0.02,0.01,,,,,0.167,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crustaceans, crab, queen, raw",1500,15144,0.113,,,0.05,,0.022,0.259,,0.008,,,,,0.256,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crustaceans, crayfish, mixed species, wild, raw",1500,15145,0.038,,,0.028,0.005,0.01,0.104,0.018,0.01,,,,,0.174,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crustaceans, crayfish, mixed species, wild, cooked, moist heat",1500,15146,0.047,,,0.027,,0.012,0.119,0.05,,,,,,0.244,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crustaceans, lobster, northern, raw",1500,15147,0.068,,,0.03,0.002,0.027,0.102,0.002,0.006,,,,,0.22,0.296,0.005,0.004,,,,,,,,,,0.006,,,,,,0.003,0.01,,,,,,,,,,,0.002,
"Crustaceans, lobster, northern, cooked, moist heat",1500,15148,0.078,,,0.034,0.002,0.031,0.117,0.003,0.006,,,,,0.253,0.34,0.005,0.005,,0.004,0.006,,0.003,,,0.002,,0.006,0.03,0.174,0.033,0.003,,0.004,0.012,0.01,0.003,,,0.05,0.006,0.006,,,,0.002,
"Crustaceans, shrimp, mixed species, raw",1500,15149,0.031,,,0.009,,,0.03,,0.003,,,,,0.08,0.13,0.003,0.005,0.002,0.002,0.004,,0.003,,,,,0.003,0.007,0.046,0.039,,,0.02,0.003,0.005,0.003,,,0.003,,0.003,,,,0.002,
"Crustaceans, shrimp, mixed species, cooked, breaded and fried",1500,15150,0.124,,,0.076,,0.105,0.109,0.022,0.035,,,,,3.812,5.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crustaceans, shrimp, mixed species, cooked, moist heat",1500,15151,0.052,,,0.015,,0.002,0.05,,0.005,,,,,0.133,0.218,0.005,0.009,0.003,,,,,,,,,0.005,,,,,,0.034,0.005,,,,,,,,,,,0.003,
"Crustaceans, shrimp, mixed species, canned",1500,15152,0.252,0.005,,0.02,0.007,0.006,0.293,0.006,0.052,,,,,0.108,0.684,0.006,0.015,,,,,,,,,,0.005,,,,,0.004,0.007,,,,,,0.004,,,,,,,
"Crustaceans, shrimp, mixed species, imitation, made from surimi",1500,15153,,,,,,,,,,,,,,0.22,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crustaceans, spiny lobster, mixed species, raw",1500,15154,0.108,,,0.039,0.005,0.027,0.265,,0.034,,,,,0.275,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mollusks, abalone, mixed species, raw",1500,15155,,,,0.02,0.006,,0.049,,0.041,,,,,0.107,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mollusks, abalone, mixed species, cooked, fried",1500,15156,,,,0.022,0.007,,0.054,,0.046,,,,,2.741,1.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mollusks, clam, mixed species, raw",1500,15157,0.064,,,0.02,,0.007,0.043,,0.007,,,,,0.12,0.192,0.002,0.008,,0.008,0.006,,,,,0.014,,0.004,0.012,0.054,0.027,,,0.034,,0.014,,,,0.015,,,,,,0.005,
"Mollusks, clam, mixed species, cooked, breaded and fried",1500,15158,0.07,,,0.042,0.015,0.017,0.066,0.006,0.05,,,,,4.545,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mollusks, clam, mixed species, cooked, moist heat",1500,15159,0.146,,,0.044,0.032,0.036,0.138,0.012,0.104,,,,,0.172,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mollusks, clam, mixed species, canned, drained solids",1500,15160,0.106,,,0.032,0.002,0.011,0.07,,0.012,,,,,0.198,0.318,0.004,,0.002,,,,,,,,,0.007,,,,,,0.056,,,,,,,,,,,,0.008,
"Mollusks, clam, mixed species, canned, liquid",1500,15162,0.002,,,,,,,,,,,,,0.002,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mollusks, cuttlefish, mixed species, raw",1500,15163,0.066,,,0.012,0.002,0.036,0.039,,0.006,,,,,0.081,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mollusks, mussel, blue, raw",1500,15164,0.253,,,0.138,0.035,0.138,0.188,0.026,0.022,,,,,0.507,0.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mollusks, mussel, blue, cooked, moist heat",1500,15165,0.506,,,0.276,0.07,0.276,0.276,0.052,0.044,,,,,1.014,1.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mollusks, octopus, common, raw",1500,15166,0.081,,,0.066,0.028,0.024,0.076,0.01,0.006,,,,,0.162,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mollusks, oyster, eastern, wild, raw",1500,15167,0.136,,0.002,0.052,0.048,0.028,0.177,,0.01,,,,,0.253,0.528,0.011,0.024,0.002,,,,,,,,,0.003,,,,,,0.003,0.006,,,,,,,,,,,0.002,
"Mollusks, oyster, eastern, cooked, breaded and fried",1500,15168,0.218,,,0.092,0.092,0.057,0.202,0.009,0.048,,,,,4.702,3.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mollusks, oyster, eastern, wild, cooked, moist heat",1500,15169,0.271,0.002,0.004,0.103,0.096,0.055,0.353,,0.02,,,,,0.506,1.056,0.021,0.047,0.003,0.017,0.041,,0.01,,,0.011,,0.007,0.086,0.295,0.061,,0.004,0.006,0.011,0.058,0.01,,,0.163,0.004,0.007,,,,0.005,
"Mollusks, oyster, eastern, canned",1500,15170,0.228,,,0.074,0.096,0.06,0.211,0.009,0.05,,,,,0.25,0.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
